PROTOCOLO,ÓRGÃO,ENCAMINHAMENTO,MÊS,RESOLUBILIDADE,PEDIDO,ASSUNTO,RESPOSTA,TIPO RESPOSTA,MOTIVO TIPO
201959508,SDSCJ,26/07/2019,julho,Concluído no Prazo,"""Em atenção a Secretaria de Desenvolvimento Social, Criança e Juventude,A empresa VIASERV TERCEIRIZAÇÃO,CNPJ nº 41.102.641/0001-34, celebrou contrato com esta Secretaria, contrato este tombado sob o número 021/2012, cujo objeto era a prestação de serviços de terceirização.1) Considerando o exposto peço que seja informado se esta empresa VIASERV TERCEIRIZAÇÃO LTDA., AINDA possui créditos (valores) a receber desta Secretaria referente ao referido contrato de terceirização;2) Se existem empenhos a serem liquidados em nome da empresa (informar nº dos empenhos);""",licitações e Contratos,"Informo que a Empresa Viaserv Terceirização inscrita no CNPJ 41.102.641/0001-34, firmou o contrato nº 021/2012, com esta Secretaria de Desenvolvimento Social Criança e Juventude, referente a contratação de motoristas, foi sanados todos os pagamentos até o término do referido contrato.",Acesso concedido,Não se aplica
201959581,SETUR,29/07/2019,julho,Concluído no Prazo,"""Em atenção a Secretaria de Turismo, Esportes e Lazer de Pernambuco,A empresa VIASERV TERCEIRIZAÇÃO,CNPJ nº 41.102.641/0001-34, celebrou contrato com esta Secretaria, contrato este tombado sob o número 002/2014, cujo objeto era a prestação de serviços de terceirização.1) Considerando o exposto peço que seja informado se esta empresa VIASERV TERCEIRIZAÇÃO LTDA., AINDA possui créditos (valores) a receber desta Secretaria referente ao referido contrato de terceirização;2) Se existem empenhos a serem liquidados em nome da empresa (informar nº dos empenhos);""",licitações e Contratos,"""Informo, para os devidos fins, que esta Secretaria de Turismo e Lazer não possui débitos junto à empresa Viaserv Terceirização"".",Acesso concedido,Não se aplica
201959597,SDS,29/07/2019,julho,Concluído no Prazo,"empresa VIASERV TERCEIRIZAÇÃO, CNPJ nº 41.102.641/0001-34, celebrou contrato com esta Secretaria, contrato este tombado sob o número 186/2011-GAB/SDS, cujo objeto era a prestação de serviços de terceirização.1) Considerando o exposto peço que seja informado se esta empresa VIASERV TERCEIRIZAÇÃO LTDA., AINDA possui créditos (valores) a receber desta Secretaria referente ao referido contrato de terceirização;2) Se existem empenhos a serem liquidados em nome da empresa (informar nº dos empenhos), ou empenhos que NÃO foram liquidados.",licitações e Contratos,Correio Eletrônico oriundo da GGPLAN; datado de 01 de agosto de 2019,Acesso concedido,Não se aplica
201959603,PMPE,29/07/2019,julho,Concluído no Prazo,"A empresa VIASERV TERCEIRIZAÇÃO, CNPJ nº 41.102.641/0001-34, celebrou contrato com esta Polícia Militar, contrato este tombado sob o número 013/2014-DCC, cujo objeto era a prestação de serviços de terceirização.1) Considerando o exposto peço que seja informado se esta empresa VIASERV TERCEIRIZAÇÃO LTDA. AINDA possui créditos (valores) a receber desta Polícia Militar referente ao referido contrato de terceirização ?2) Se existem empenhos a serem liquidados em nome da empresa (informar nº dos empenhos), ou empenhos que NÃO foram liquidados.",licitações e Contratos,"Ofício nº 1.236/2019-DGP 6, datado de 01 de agosto de 2019; acostado do Ofício nº 397/2019, oriundo da Diretoria de Finanças da PMPE, datado de 31 de agosto de 2019",Acesso concedido,Não se aplica
201959607,HEMOPE,29/07/2019,julho,Concluído no Prazo,"A empresa VIASERV TERCEIRIZAÇÃO,CNPJ nº 41.102.641/0001-34, celebrou contrato com o HEMOPE, contrato este tombado sob o número 9.866, cujo objeto era a prestação de serviços de terceirização.1) Considerando o exposto peço que seja informado se esta empresa VIASERV TERCEIRIZAÇÃO LTDA., AINDA possui créditos (valores) a receber deste HEMOPE referente ao referido contrato de terceirização;2) Se existem empenhos a serem liquidados em nome da empresa (informar nº dos empenhos), ou empenhos que NÃO foram liquidados;""",licitações e Contratos,"Todos os valores já estão liquidados, aguardando apenas liberação do recurso.",Acesso concedido,Não se aplica
201959626,GOVERNADORIA,29/07/2019,julho,Concluído no Prazo,"Em atenção ao GABINETE DO GOVERNADOR(Setor Financeiro do Órgão),A empresa VIASERV TERCEIRIZAÇÃO,CNPJ nº 41.102.641/0001-34, celebrou CONTRATOS com o GABINETE DO GOVERNADOR, contratos estes tombados sob os números:1)        028/2013 (prestação de serviços de limpeza e conservação predial, com a disponibilização de mão de obra);2)        007/2015 (contratação emergencial por dispensa de licitação, de empresa especializada em prestação de serviços de mão de obra terceirizada);3)        035/2015 (manutenção predial para execução das atividades decorrentes das necessidades internas do Palácio Campo das Princesas).Considerando o exposto peço que seja informado:1)        Se esta empresa VIASERV TERCEIRIZAÇÃO LTDA., AINDA possui créditos (valores) a receber deste GABINETE referente ao referidos contratos;2)        Se existem empenhos a serem liquidados em nome da empresa (informar nº dos empenhos), ou empenhos que NÃO foram liquidados.",licitações e Contratos,"Em resposta ao Pedido de Acesso à Informação nº 201959626 - encaminhado a este Gabinete pelo Sr.  JOÃO DE PAULA PINTO JÚNIOR - a Gerência Geral de Gestão da Casa Civil de Pernambuco forneceu as informações que seguem:1.    1. Acerca de eventuais créditos financeiros empenhados em nome da empresa VIASERV Terceirização, CNPJ nº 41.102.641/0001-34, informamos que - conforme consulta ao E-Fisco - existe um crédito no valor de R$ 82.493,30 (Empenho nº 2019NE000055), correspondente ao contrato nº 35/2015).2.    2.  Quanto à situação atual da relação contratual entre o Gabinete do Governador e a empresa VIASERV, informamos o que segue:2.1- CONTRATO Nº 028/2013 - Prestação de serviço de limpeza e conservação predial com disponibilidade de mão de obra.· Situação Atual: ENCERRADO EM 30/06/20182.2 - CONTRATO Nº 007/2015 - Contratação emergencial, por dispensa de licitação, de empresa especializada em prestação de serviços de mão de obra terceirizada para manutenção predial, visando atender necessidades da Governadoria.· Situação Atual: ENCERRADO EM 21/10/20152.3 - CONTRATO Nº 35/2015 - Contratação de serviço de manutenção predial para a execução das atividades decorrentes das necessidades internas do Palácio do Campo das Princesas.· Situação Atual: VIGENTE",Acesso concedido,Não se aplica
201959629,CASA CIVIL,29/07/2019,julho,Concluído no Prazo,"A empresa VIASERV TERCEIRIZAÇÃO,CNPJ nº 41.102.641/0001-34, celebrou contrato com esta Secretaria, contrato este tombado sob o número 005/2014, cujo objeto era a prestação de limpeza e conservação predial.1) Considerando o exposto peço que seja informado se esta empresa VIASERV TERCEIRIZAÇÃO LTDA., AINDA possui créditos (valores) a receber desta Secretaria referente ao referido contrato;2) Se existem empenhos a serem liquidados em nome da empresa (informar nº dos empenhos), ou empenhos que NÃO foram liquidados;""",LIcitações e Contratos,"Conforme segue, esta Casa Civil, não consta crédito para a referida empresa.Consulta no EFISCO, segue pagamentos de 2014 e 2015 da empresa VIASERV.Não consta pendência em nossos registros.Segue planilha extraída do EFISCO:2014 - pagamentos2015 ? pagamentos ??",Acesso concedido,Não se aplica
201959653,UPE,29/07/2019,julho,Concluído no Prazo,"Por meio da PORTARIA CONJUNTA SAD/UPE Nº 158, DE 20 DE DEZEMBRO DE 2018, foi aberto concurso público para provimento do cargo de advogado da Universidade de PernambucoSolicito cópia do ato administrativo homologatório do resultado final do concurso retrocitado.",outros,"Informa-se  que  para provimento do cargo de advogado da Universidade de Pernambuco, regido pela Portaria Conjunta SAD/UPE 158/2019 ainda não foi homologado. Informamos ainda que a previsão é de que a homologação do resultado final do referido concurso seja publicada nas próximas semanas.",Acesso concedido,Não se aplica
201959661,SES,29/07/2019,julho,Concluído Fora do Prazo,INFORMAÇÕES ACERCA DA DISTRIBUIÇÃO DOS CASOS DE ZIKA POR MUNICÍPIOS NO ESTADO DE PERNAMBUCO OCORRIDOS NO ANO DE 2016,saúde,"Recebemos da Secretaria Executiva de Vigilância em Saúde - SES/PE, resposta referente ao Pedido de Acesso à Informação de protocolo: 201959661, a qual segue por meio de anexo",Acesso parcialmente concedido,Não se aplica
201959671,FUNAPE,29/07/2019,julho,Concluído no Prazo,Lista de todos os terceirizados/temporários atuantes no órgão bem como a sua respectiva função junto à entidade. Solicito também o prazo de vencimento de cada contrato. ,Servidores,Segue anexo arquivo com as informações solicitadas.,Acesso parcialmente concedido,Não se aplica
201959678,IPEM,29/07/2019,julho,Concluído no Prazo,"Na operação Cibus do IPEM realizada em Petrolina de 23 a 26/07/19:Qual o nome e endereço dos postos de combustíveis que tiveram instrumentos reprovados, e qual motivo da reprovação?Qual o nome e endereço dos postos de combustíveis que não tiveram nenhum instrumento reprovado?",serviço público,"Em resposta a CI. nº.072/2019 (comunicado interno), informamos que segue anexo o levantamento dos Postos fiscalizados em Petrolina durante a operação Cibus 2019 em conjunto com a SEFAZ, PM/PE, PROCON e ANP e seus resultados.",Acesso concedido,Não se aplica
201959695,SES,29/07/2019,julho,Concluído no Prazo,"Projeto Mãe Coruja1) Os desafios que o programa encontra para se manter e expandir2) Se utilizam algum método avaliativo para avaliar o programa e qual.2) Os municípios participantes e os não participantes3) Indicadores em cada município (participante e não participante) e do programa em geral, que refletem a melhora de vida das crianças com o programa. Como a taxa de mortalidade infantil e indicadores nutricionais.",saúde,"Recebemos da Secretaria Executiva de Atenção à Saúde/SES/PE, Dra Cristina Valença Azevedo Mota, reposta enviada por Sra Virginia Maria Holanda de Moura (Diretora Geral de Politicas Estrategicas do Programa Mãe Coruja - SES), referente ao Pedido de Acesso á Informação de protocolo: 201959695, a qual segue por meio de anexo.",Acesso concedido,Não se aplica
201959698,PGE,29/07/2019,julho,Concluído no Prazo,"Solicitados dados do orçamento previsto e realizado com capacitação em administração pública dos procuradores do Estado no período de 2011 a 2016, detalhando que tipo de capacitação e origem dos recursos.",Execução Orçamentária e Financeira,"Em atenção ao seu Pedido, registrado sob o nº 201959698, foi enviado à Autoridade Administrativa, Sra. Maria do Socorro Carvalho Brito, a informação de que no período solicitado não foi encontrado curso de capacitação em administração pública, ""stricto sensu"", que tenha sido disponibilizado aos procuradores, restando prejudicado o pedido de detalhamento do tipo de capacitação e origem dos recursos.",Acesso concedido,Não se aplica
201959699,SEFAZ,29/07/2019,julho,Concluído no Prazo,"Solicitados dados do orçamento previsto e realizado com capacitação em administração pública dos auditores da SEFAZ no período de 2011 a 2016, detalhando que tipo de capacitação e origem dos recursos.",Execução Orçamentária e Financeira,"O Contador Geral do Estado informou que na previsão orçamentária não existe a informação específica solicitada.O que  existe é a ?Ação: Desenvolvimento, através da formação do corpo funcional da SEFAZ (treinamento e capacitação através da ESAFAZ)?, previsão essa que engloba todas as capacitações da Sefaz.Consultamos também a Superintendência de Gestão de Pessoas e a Escola Fazendária ? ESAFAZ, que encaminharam a seguinte informação:?Em recente pesquisa aos nossos arquivos, não foi encontrado registro de nenhuma capacitação com esta temática no período de 2011 a 2016?.",Acesso concedido,Não se aplica
201959768,SEE,29/07/2019,julho,Concluído no Prazo,"Gostaria de saber da quantidade total de professores que lecionam nas escolas estaduais, distrinchando:Quantidade total de professores com formação em magistério.Quantidade total de professores com formação em magistério com carga horária de 150 horas mensais.Quantidade total de professores com formação em magistério com carga horária de 200 horas mensais.Quantidade total de professores não dententor de habilitação específica.Quantidade total de professores não dententor de habilitação específica com carga horária de 150 horas mensais.Quantidade total de professores não dententor de habilitação específica com carga horária de 200 horas mensais.Quantidade total de professores ocupantes do cargo público de professor.Quantidade total de professores ocupantes do cargo público de professor com carga horária de 150 horas mensais.Quantidade total de professores ocupantes do cargo público de professor com carga horária de 200 horas mensais.Quantidade total de professores contratados temporariamente.Quantidade total de professores contratados temporariamente com carga horária de 150 horas mensais.Quantidade total de professores contratados temporariamente com carga horária de 200 horas mensais.",Servidores,"Em atenção ao Pedido ao Acesso à Informação em tela, encaminho em anexo documentação contendo os pontos solicitados por essa LAI.Outrossim, cumpre registrar que o sistema utilizado pela Gerência Geral de Pessoas desta Secretaria não tem como extrair a informação de professores com magistério e professores não detentores de habilitação específica.",Acesso parcialmente concedido,Não se aplica
201959624,COMPESA,29/07/2019,julho,Concluído no Prazo,"Possuo uma residência a qual o número da matrícula na COMPESA éxxxxx e inscrição xxxxxNeste mês de julho tive na minha conta um consumo de 70m3. Achei anormal este consumo para uma casa que eventualmente a minha família frequenta. Em outubro de 2016 o meu consumo foi de 18m3 e eu mandei fazer uma revisão em cisterna, caixa d'água e demais dependências para verificar a possibilidade de vazamento e nada foi encontrado. Em Janeiro de 2017 tive um consumo de 18m3, em fevereiro de 2017 um consumo de 15m3 e em novembro de 2017 de 20m3. De novo mandei fazer uma revisão completa na cisterna e demais ambientes. Nada foi constatado, apesar de fazer um impermeabilização geral que foi feita. As medidas desde junho de 2016 até hoje foram as seguintes:2016 (mes):  Junho  Julho  Agosto  Setembro  Outubro  Novembro  DezembroLeit. anterior: 124     138      143         151          160           178             187Leit. atual:     138     143       151         160          178           187             196Consumo:    14        5           8             9            18               9                 92017(mes):    Janeiro Fevereiro Março Abril  Maio Junho Julho  Agosto Setembro Outubro Novembro  DezembroLeit. Ant:    196      214        229     235   239    239     242     242       242         242         243             263Leit.Atual:  214      229        235     239   239    242     242     242       242         243         263             271Consumo:    18       15            6         4      10       3         9         8           7              1           20                 82018(mes):    Janeiro Fevereiro Março Abril  Maio Junho Julho  Agosto Setembro Outubro Novembro  DezembroLeit.Ant:      271     281         291    280    281   291    301     288        288           292       302            312Leit.Atual:   281     291         301    281    291   301    288     288        292           302       312            296Consumo:      9         9             9         1       9       8         8        7            4               6            7                72019(mes):    Janeiro Fevereiro Março Abril  Maio Junho Julho  Agosto Setembro Outubro Novembro  DezembroLeit.Ant:    296       297          307  317    313    313Leit.Atual: 297       307          313  313    313    382Consumo:    1           5              5      5         5     69DESEJO DA COMPESA AS SEGUINTES INFORMAÇÕES:1) Todas as fotos do meu hidrômetro desde o mês de junho de 2016 até julho de 2019 para que eu possa validar as medidas do hidrômetro;2) Explicação para as distorções apresentadas nas tabelas.3) Devolução do valor pago na conta de junho de 2019.RA:xxxx/REVISAO DE CONTA xxxxxxxxxxxxx.",serviço público,"Cumprindo os requisitos da Lei de Acesso à Informação nº 14.804 de 29 de Outubro de 2012 e Decreto Estadual que regulamenta a LAI nº 38.787 de 30 de Outubro de 2012. Segue anexa,  resposta ao PAI nº 201959624, com tabela das leituras realizadas, como também, as fotos do hidrômetro que estão disponíveis no sistema G-SAN da Compesa",Acesso concedido,Não se aplica
